"Year","Site","Treatment","Block","Plot","Species","Rel.cover","Accepted Latin Name or category"
2013,06MAT,F10,1,1,Cal lap,3.1,Calamagrostis lapponica
2013,06MAT,F10,1,2,Cal lap,2.0,Calamagrostis lapponica
2013,06MAT,F10,1,3,Cal lap,3.0,Calamagrostis lapponica
2013,06MAT,F10,1,4,Cal lap,1.4,Calamagrostis lapponica
2013,06MAT,F10,1,8,Cal lap,2.2,Calamagrostis lapponica
2013,06MAT,F5,2,2,Cal lap,4.1,Calamagrostis lapponica
2013,06MAT,F5,2,3,Cal lap,0.6,Calamagrostis lapponica
2013,06MAT,F5,2,8,Cal lap,0.7,Calamagrostis lapponica
2013,06MAT,F10,2,4,Cal lap,1.2,Calamagrostis lapponica
2013,06MAT,F10,2,5,Cal lap,8.1,Calamagrostis lapponica
2013,06MAT,F10,2,6,Cal lap,6.6,Calamagrostis lapponica
2013,06MAT,F10,2,7,Cal lap,11.9,Calamagrostis lapponica
2013,06MAT,F10,2,8,Cal lap,7.7,Calamagrostis lapponica
2013,06MAT,F2,3,4,Cal lap,0.6,Calamagrostis lapponica
2013,06MAT,F2,3,5,Cal lap,0.7,Calamagrostis lapponica
2013,06MAT,F2,3,6,Cal lap,0.7,Calamagrostis lapponica
2013,06MAT,F2,3,7,Cal lap,1.2,Calamagrostis lapponica
2013,06MAT,F2,3,8,Cal lap,2.5,Calamagrostis lapponica
2013,06MAT,F5,3,3,Cal lap,1.6,Calamagrostis lapponica
2013,06MAT,F5,3,4,Cal lap,1.7,Calamagrostis lapponica
2013,06MAT,F5,3,5,Cal lap,3.5,Calamagrostis lapponica
2013,06MAT,F5,3,6,Cal lap,1.3,Calamagrostis lapponica
2013,06MAT,F5,3,7,Cal lap,0.7,Calamagrostis lapponica
2013,06MAT,F5,3,8,Cal lap,1.8,Calamagrostis lapponica
2013,06MAT,F10,3,1,Cal lap,7.5,Calamagrostis lapponica
2013,06MAT,F10,3,2,Cal lap,3.7,Calamagrostis lapponica
2013,06MAT,F10,3,3,Cal lap,11.2,Calamagrostis lapponica
2013,06MAT,F10,3,4,Cal lap,0.7,Calamagrostis lapponica
2013,06MAT,F10,3,5,Cal lap,2.6,Calamagrostis lapponica
2013,06MAT,F10,3,6,Cal lap,5.4,Calamagrostis lapponica
2013,06MAT,F10,3,7,Cal lap,5.0,Calamagrostis lapponica
2013,06MAT,F10,3,8,Cal lap,14.1,Calamagrostis lapponica
2015,06MAT,F2,1,1,Cal lap,9.5,Calamagrostis lapponica
2015,06MAT,F2,1,3,Cal lap,0.7,Calamagrostis lapponica
2015,06MAT,F2,1,4,Cal lap,2.7,Calamagrostis lapponica
2015,06MAT,F2,1,5,Cal lap,0.9,Calamagrostis lapponica
2015,06MAT,F5,1,2,Cal lap,0.7,Calamagrostis lapponica
2015,06MAT,F10,1,1,Cal lap,7.6,Calamagrostis lapponica
2015,06MAT,F10,1,2,Cal lap,1.7,Calamagrostis lapponica
2015,06MAT,F10,1,3,Cal lap,5.9,Calamagrostis lapponica
2015,06MAT,F10,1,4,Cal lap,10.6,Calamagrostis lapponica
2015,06MAT,F10,1,5,Cal lap,0.8,Calamagrostis lapponica
2015,06MAT,F2,2,4,Cal lap,0.9,Calamagrostis lapponica
2015,06MAT,F5,2,1,Cal lap,1.3,Calamagrostis lapponica
2015,06MAT,F5,2,3,Cal lap,0.9,Calamagrostis lapponica
2015,06MAT,F10,2,3,Cal lap,2.5,Calamagrostis lapponica
2015,06MAT,F10,2,4,Cal lap,4.0,Calamagrostis lapponica
2015,06MAT,F10,2,5,Cal lap,11.0,Calamagrostis lapponica
2015,06MAT,F2,3,1,Cal lap,3.1,Calamagrostis lapponica
2015,06MAT,F2,3,2,Cal lap,8.3,Calamagrostis lapponica
2015,06MAT,F2,3,3,Cal lap,5.0,Calamagrostis lapponica
2015,06MAT,F2,3,4,Cal lap,6.6,Calamagrostis lapponica
2015,06MAT,F2,3,5,Cal lap,1.4,Calamagrostis lapponica
2015,06MAT,F5,3,1,Cal lap,11.5,Calamagrostis lapponica
2015,06MAT,F5,3,2,Cal lap,6.2,Calamagrostis lapponica
2015,06MAT,F5,3,3,Cal lap,5.2,Calamagrostis lapponica
2015,06MAT,F5,3,4,Cal lap,6.7,Calamagrostis lapponica
2015,06MAT,F5,3,5,Cal lap,16.3,Calamagrostis lapponica
2015,06MAT,F10,3,2,Cal lap,14.4,Calamagrostis lapponica
2015,06MAT,F10,3,3,Cal lap,7.4,Calamagrostis lapponica
2015,06MAT,F10,3,4,Cal lap,33.3,Calamagrostis lapponica
2015,06MAT,F10,3,5,Cal lap,4.9,Calamagrostis lapponica
2008,06MAT,CT,1,1,Car big,3.8,Carex Bigelowii
2008,06MAT,CT,1,2,Car big,4.8,Carex Bigelowii
2008,06MAT,CT,1,3,Car big,3.5,Carex Bigelowii
2008,06MAT,CT,1,4,Car big,1.6,Carex Bigelowii
2008,06MAT,F2,1,1,Car big,6.9,Carex Bigelowii
2008,06MAT,F2,1,2,Car big,3.5,Carex Bigelowii
2008,06MAT,F2,1,3,Car big,3.5,Carex Bigelowii
2008,06MAT,F2,1,4,Car big,3.5,Carex Bigelowii
2008,06MAT,F5,1,1,Car big,4.4,Carex Bigelowii
2008,06MAT,F5,1,2,Car big,2.9,Carex Bigelowii
2008,06MAT,F5,1,3,Car big,4.3,Carex Bigelowii
2008,06MAT,F5,1,4,Car big,4.2,Carex Bigelowii
2008,06MAT,F10,1,1,Car big,3.0,Carex Bigelowii
2008,06MAT,F10,1,2,Car big,2.0,Carex Bigelowii
2008,06MAT,F10,1,3,Car big,2.9,Carex Bigelowii
2008,06MAT,F10,1,4,Car big,2.9,Carex Bigelowii
2008,06MAT,CT,2,1,Car big,2.9,Carex Bigelowii
2008,06MAT,CT,2,2,Car big,2.6,Carex Bigelowii
2008,06MAT,CT,2,3,Car big,3.7,Carex Bigelowii
2008,06MAT,CT,2,4,Car big,4.5,Carex Bigelowii
2008,06MAT,F2,2,1,Car big,1.9,Carex Bigelowii
2008,06MAT,F2,2,2,Car big,0.9,Carex Bigelowii
2008,06MAT,F2,2,3,Car big,2.0,Carex Bigelowii
2008,06MAT,F2,2,4,Car big,2.0,Carex Bigelowii
2008,06MAT,F5,2,1,Car big,6.2,Carex Bigelowii
2008,06MAT,F5,2,2,Car big,5.0,Carex Bigelowii
2008,06MAT,F5,2,3,Car big,3.7,Carex Bigelowii
2008,06MAT,F5,2,4,Car big,3.1,Carex Bigelowii
2008,06MAT,F10,2,1,Car big,2.2,Carex Bigelowii
2008,06MAT,F10,2,2,Car big,2.1,Carex Bigelowii
2008,06MAT,F10,2,3,Car big,1.7,Carex Bigelowii
2008,06MAT,CT,3,1,Car big,5.2,Carex Bigelowii
2008,06MAT,CT,3,2,Car big,4.0,Carex Bigelowii
2008,06MAT,CT,3,3,Car big,2.8,Carex Bigelowii
2008,06MAT,CT,3,4,Car big,7.8,Carex Bigelowii
2008,06MAT,F2,3,1,Car big,3.7,Carex Bigelowii
2008,06MAT,F2,3,2,Car big,4.5,Carex Bigelowii
2008,06MAT,F2,3,3,Car big,2.9,Carex Bigelowii
2008,06MAT,F2,3,4,Car big,4.8,Carex Bigelowii
2008,06MAT,F5,3,1,Car big,4.0,Carex Bigelowii
2008,06MAT,F5,3,2,Car big,3.8,Carex Bigelowii
2008,06MAT,F5,3,3,Car big,8.9,Carex Bigelowii
2008,06MAT,F5,3,4,Car big,0.9,Carex Bigelowii
2008,06MAT,F10,3,1,Car big,1.0,Carex Bigelowii
2008,06MAT,F10,3,2,Car big,1.0,Carex Bigelowii
2008,06MAT,F10,3,3,Car big,1.9,Carex Bigelowii
2008,06MAT,F10,3,4,Car big,2.9,Carex Bigelowii
2010,06MAT,CT,1,1,Car big,5.4,Carex Bigelowii
2010,06MAT,CT,1,2,Car big,2.9,Carex Bigelowii
2010,06MAT,CT,1,3,Car big,4.4,Carex Bigelowii
2010,06MAT,CT,1,4,Car big,2.8,Carex Bigelowii
2010,06MAT,CT,1,5,Car big,3.2,Carex Bigelowii
2010,06MAT,CT,1,6,Car big,3.6,Carex Bigelowii
2010,06MAT,CT,1,7,Car big,7.3,Carex Bigelowii
2010,06MAT,CT,1,8,Car big,2.8,Carex Bigelowii
2010,06MAT,F5,1,1,Car big,5.1,Carex Bigelowii
2010,06MAT,F5,1,2,Car big,0.5,Carex Bigelowii
2010,06MAT,F5,1,3,Car big,1.1,Carex Bigelowii
2010,06MAT,F5,1,4,Car big,5.4,Carex Bigelowii
2010,06MAT,F5,1,5,Car big,5.6,Carex Bigelowii
2010,06MAT,F5,1,6,Car big,4.6,Carex Bigelowii
2010,06MAT,F5,1,7,Car big,6.2,Carex Bigelowii
2010,06MAT,F5,1,8,Car big,1.9,Carex Bigelowii
2010,06MAT,F10,1,1,Car big,2.0,Carex Bigelowii
2010,06MAT,F10,1,2,Car big,1.9,Carex Bigelowii
2010,06MAT,F10,1,3,Car big,10.1,Carex Bigelowii
2010,06MAT,F10,1,4,Car big,14.4,Carex Bigelowii
2010,06MAT,F10,1,5,Car big,7.0,Carex Bigelowii
2010,06MAT,F10,1,6,Car big,8.9,Carex Bigelowii
2010,06MAT,F10,1,7,Car big,36.0,Carex Bigelowii
2010,06MAT,F10,1,8,Car big,3.7,Carex Bigelowii
2010,06MAT,CT,2,1,Car big,2.8,Carex Bigelowii
2010,06MAT,CT,2,2,Car big,2.4,Carex Bigelowii
2010,06MAT,CT,2,3,Car big,7.2,Carex Bigelowii
2010,06MAT,CT,2,4,Car big,4.0,Carex Bigelowii
2010,06MAT,CT,2,5,Car big,6.6,Carex Bigelowii
2010,06MAT,CT,2,6,Car big,8.4,Carex Bigelowii
2010,06MAT,CT,2,7,Car big,15.4,Carex Bigelowii
2010,06MAT,CT,2,8,Car big,1.9,Carex Bigelowii
2010,06MAT,F5,2,1,Car big,8.2,Carex Bigelowii
2010,06MAT,F5,2,2,Car big,3.6,Carex Bigelowii
2010,06MAT,F5,2,3,Car big,4.3,Carex Bigelowii
2010,06MAT,F5,2,4,Car big,5.4,Carex Bigelowii
2010,06MAT,F5,2,5,Car big,2.6,Carex Bigelowii
2010,06MAT,F5,2,6,Car big,3.2,Carex Bigelowii
2010,06MAT,F5,2,7,Car big,7.0,Carex Bigelowii
2010,06MAT,F5,2,8,Car big,5.1,Carex Bigelowii
2010,06MAT,F10,2,1,Car big,3.3,Carex Bigelowii
2010,06MAT,F10,2,2,Car big,0.5,Carex Bigelowii
2010,06MAT,F10,2,3,Car big,1.9,Carex Bigelowii
2010,06MAT,F10,2,4,Car big,1.0,Carex Bigelowii
2010,06MAT,F10,2,5,Car big,3.8,Carex Bigelowii
2010,06MAT,F10,2,6,Car big,2.2,Carex Bigelowii
2010,06MAT,F10,2,7,Car big,0.7,Carex Bigelowii
2010,06MAT,F10,2,8,Car big,0.5,Carex Bigelowii
2010,06MAT,CT,3,1,Car big,6.5,Carex Bigelowii
2010,06MAT,CT,3,2,Car big,19.0,Carex Bigelowii
2010,06MAT,CT,3,3,Car big,3.0,Carex Bigelowii
2010,06MAT,CT,3,4,Car big,5.4,Carex Bigelowii
2010,06MAT,CT,3,5,Car big,3.2,Carex Bigelowii
2010,06MAT,CT,3,6,Car big,0.9,Carex Bigelowii
2010,06MAT,CT,3,7,Car big,1.1,Carex Bigelowii
2010,06MAT,CT,3,8,Car big,0.9,Carex Bigelowii
2010,06MAT,F5,3,1,Car big,5.3,Carex Bigelowii
2010,06MAT,F5,3,2,Car big,3.9,Carex Bigelowii
2010,06MAT,F5,3,3,Car big,3.0,Carex Bigelowii
2010,06MAT,F5,3,4,Car big,1.0,Carex Bigelowii
2010,06MAT,F5,3,5,Car big,7.8,Carex Bigelowii
2010,06MAT,F5,3,6,Car big,2.1,Carex Bigelowii
2010,06MAT,F5,3,7,Car big,0.9,Carex Bigelowii
2010,06MAT,F5,3,8,Car big,2.7,Carex Bigelowii
2010,06MAT,F10,3,1,Car big,5.6,Carex Bigelowii
2010,06MAT,F10,3,2,Car big,1.7,Carex Bigelowii
2010,06MAT,F10,3,3,Car big,1.8,Carex Bigelowii
2010,06MAT,F10,3,4,Car big,2.7,Carex Bigelowii
2010,06MAT,F10,3,5,Car big,2.8,Carex Bigelowii
2010,06MAT,F10,3,6,Car big,6.3,Carex Bigelowii
2010,06MAT,F10,3,7,Car big,3.1,Carex Bigelowii
2010,06MAT,F10,3,8,Car big,3.7,Carex Bigelowii
2011,06MAT,CT,1,1,Car big,1.4,Carex Bigelowii
2011,06MAT,CT,1,2,Car big,0.7,Carex Bigelowii
2011,06MAT,CT,1,3,Car big,4.3,Carex Bigelowii
2011,06MAT,CT,1,4,Car big,3.3,Carex Bigelowii
2011,06MAT,CT,1,5,Car big,1.4,Carex Bigelowii
2011,06MAT,CT,1,6,Car big,1.7,Carex Bigelowii
2011,06MAT,F5,1,1,Car big,8.9,Carex Bigelowii
2011,06MAT,F5,1,2,Car big,0.8,Carex Bigelowii
2011,06MAT,F5,1,4,Car big,4.2,Carex Bigelowii
2011,06MAT,F5,1,5,Car big,10.5,Carex Bigelowii
2011,06MAT,F5,1,6,Car big,14.5,Carex Bigelowii
2011,06MAT,F5,1,7,Car big,11.8,Carex Bigelowii
2011,06MAT,F5,1,8,Car big,5.8,Carex Bigelowii
2011,06MAT,F10,1,1,Car big,0.8,Carex Bigelowii
2011,06MAT,F10,1,2,Car big,0.9,Carex Bigelowii
2011,06MAT,F10,1,3,Car big,0.9,Carex Bigelowii
2011,06MAT,F10,1,4,Car big,3.6,Carex Bigelowii
2011,06MAT,F10,1,5,Car big,9.2,Carex Bigelowii
2011,06MAT,F10,1,6,Car big,5.6,Carex Bigelowii
2011,06MAT,F10,1,7,Car big,27.2,Carex Bigelowii
2011,06MAT,F10,1,8,Car big,6.0,Carex Bigelowii
2011,06MAT,CT,2,2,Car big,5.9,Carex Bigelowii
2011,06MAT,CT,2,3,Car big,5.6,Carex Bigelowii
2011,06MAT,CT,2,4,Car big,1.1,Carex Bigelowii
2011,06MAT,CT,2,5,Car big,3.1,Carex Bigelowii
2011,06MAT,CT,2,6,Car big,9.4,Carex Bigelowii
2011,06MAT,CT,2,7,Car big,14.0,Carex Bigelowii
2011,06MAT,CT,2,8,Car big,1.7,Carex Bigelowii
2011,06MAT,F5,2,1,Car big,5.3,Carex Bigelowii
2011,06MAT,F5,2,2,Car big,1.8,Carex Bigelowii
2011,06MAT,F5,2,3,Car big,1.7,Carex Bigelowii
2011,06MAT,F5,2,4,Car big,4.3,Carex Bigelowii
2011,06MAT,F5,2,5,Car big,8.0,Carex Bigelowii
2011,06MAT,F5,2,6,Car big,1.2,Carex Bigelowii
2011,06MAT,F5,2,7,Car big,2.6,Carex Bigelowii
2011,06MAT,F5,2,8,Car big,5.0,Carex Bigelowii
2011,06MAT,F10,2,1,Car big,2.1,Carex Bigelowii
2011,06MAT,F10,2,2,Car big,0.6,Carex Bigelowii
2011,06MAT,F10,2,3,Car big,0.6,Carex Bigelowii
2011,06MAT,F10,2,4,Car big,0.5,Carex Bigelowii
2011,06MAT,F10,2,5,Car big,0.6,Carex Bigelowii
2011,06MAT,F10,2,6,Car big,0.7,Carex Bigelowii
2011,06MAT,CT,3,2,Car big,4.3,Carex Bigelowii
2011,06MAT,CT,3,3,Car big,5.1,Carex Bigelowii
2011,06MAT,CT,3,5,Car big,7.2,Carex Bigelowii
2011,06MAT,CT,3,7,Car big,33.8,Carex Bigelowii
2011,06MAT,F5,3,1,Car big,1.8,Carex Bigelowii
2011,06MAT,F5,3,2,Car big,3.0,Carex Bigelowii
2011,06MAT,F5,3,3,Car big,1.3,Carex Bigelowii
2011,06MAT,F10,3,3,Car big,1.3,Carex Bigelowii
2011,06MAT,F10,3,4,Car big,2.3,Carex Bigelowii
2011,06MAT,F10,3,6,Car big,3.5,Carex Bigelowii
2011,06MAT,F10,3,8,Car big,1.1,Carex Bigelowii
2012,06MAT,CT,1,1,Car big,1.9,Carex Bigelowii
2012,06MAT,CT,1,2,Car big,1.8,Carex Bigelowii
2012,06MAT,CT,1,3,Car big,7.0,Carex Bigelowii
2012,06MAT,CT,1,4,Car big,4.4,Carex Bigelowii
2012,06MAT,CT,1,5,Car big,6.2,Carex Bigelowii
2012,06MAT,CT,1,6,Car big,3.4,Carex Bigelowii
2012,06MAT,CT,1,7,Car big,1.5,Carex Bigelowii
2012,06MAT,CT,1,8,Car big,1.7,Carex Bigelowii
2012,06MAT,F2,1,1,Car big,4.6,Carex Bigelowii
2012,06MAT,F2,1,2,Car big,5.3,Carex Bigelowii
2012,06MAT,F2,1,3,Car big,4.8,Carex Bigelowii
2012,06MAT,F2,1,4,Car big,4.9,Carex Bigelowii
2012,06MAT,F2,1,5,Car big,3.9,Carex Bigelowii
2012,06MAT,F2,1,6,Car big,3.9,Carex Bigelowii
2012,06MAT,F2,1,7,Car big,12.2,Carex Bigelowii
2012,06MAT,F2,1,8,Car big,1.7,Carex Bigelowii
2012,06MAT,F5,1,1,Car big,5.2,Carex Bigelowii
2012,06MAT,F5,1,2,Car big,2.1,Carex Bigelowii
2012,06MAT,F5,1,3,Car big,0.8,Carex Bigelowii
2012,06MAT,F5,1,4,Car big,6.3,Carex Bigelowii
2012,06MAT,F5,1,5,Car big,16.8,Carex Bigelowii
2012,06MAT,F5,1,6,Car big,8.3,Carex Bigelowii
2012,06MAT,F5,1,7,Car big,10.3,Carex Bigelowii
2012,06MAT,F5,1,8,Car big,3.9,Carex Bigelowii
2012,06MAT,F10,1,4,Car big,1.1,Carex Bigelowii
2012,06MAT,F10,1,5,Car big,5.8,Carex Bigelowii
2012,06MAT,F10,1,6,Car big,4.2,Carex Bigelowii
2012,06MAT,F10,1,7,Car big,12.0,Carex Bigelowii
2012,06MAT,F10,1,8,Car big,6.4,Carex Bigelowii
2012,06MAT,CT,2,1,Car big,2.8,Carex Bigelowii
2012,06MAT,CT,2,2,Car big,5.5,Carex Bigelowii
2012,06MAT,CT,2,3,Car big,5.8,Carex Bigelowii
2012,06MAT,CT,2,4,Car big,3.5,Carex Bigelowii
2012,06MAT,CT,2,5,Car big,6.8,Carex Bigelowii
2012,06MAT,CT,2,6,Car big,3.5,Carex Bigelowii
2012,06MAT,CT,2,7,Car big,7.0,Carex Bigelowii
2012,06MAT,CT,2,8,Car big,1.7,Carex Bigelowii
2012,06MAT,F2,2,1,Car big,3.2,Carex Bigelowii
2012,06MAT,F2,2,2,Car big,1.2,Carex Bigelowii
2012,06MAT,F2,2,3,Car big,7.7,Carex Bigelowii
2012,06MAT,F2,2,4,Car big,2.2,Carex Bigelowii
2012,06MAT,F2,2,5,Car big,0.7,Carex Bigelowii
2012,06MAT,F2,2,6,Car big,1.2,Carex Bigelowii
2012,06MAT,F2,2,7,Car big,1.2,Carex Bigelowii
2012,06MAT,F2,2,8,Car big,0.6,Carex Bigelowii
2012,06MAT,F5,2,1,Car big,4.6,Carex Bigelowii
2012,06MAT,F5,2,2,Car big,4.5,Carex Bigelowii
2012,06MAT,F5,2,3,Car big,1.7,Carex Bigelowii
2012,06MAT,F5,2,4,Car big,6.9,Carex Bigelowii
2012,06MAT,F5,2,5,Car big,7.1,Carex Bigelowii
2012,06MAT,F5,2,6,Car big,2.7,Carex Bigelowii
2012,06MAT,F5,2,7,Car big,8.3,Carex Bigelowii
2012,06MAT,F5,2,8,Car big,4.3,Carex Bigelowii
2012,06MAT,F10,2,1,Car big,1.1,Carex Bigelowii
2012,06MAT,CT,3,1,Car big,6.5,Carex Bigelowii
2012,06MAT,CT,3,2,Car big,7.6,Carex Bigelowii
2012,06MAT,CT,3,3,Car big,5.6,Carex Bigelowii
2012,06MAT,CT,3,4,Car big,4.1,Carex Bigelowii
2012,06MAT,CT,3,5,Car big,10.8,Carex Bigelowii
2012,06MAT,CT,3,6,Car big,11.4,Carex Bigelowii
2012,06MAT,CT,3,7,Car big,16.7,Carex Bigelowii
2012,06MAT,CT,3,8,Car big,8.3,Carex Bigelowii
2012,06MAT,F2,3,1,Car big,13.5,Carex Bigelowii
2012,06MAT,F2,3,2,Car big,8.6,Carex Bigelowii
2012,06MAT,F2,3,3,Car big,3.2,Carex Bigelowii
2012,06MAT,F2,3,4,Car big,2.9,Carex Bigelowii
2012,06MAT,F2,3,6,Car big,5.7,Carex Bigelowii
2012,06MAT,F2,3,7,Car big,2.6,Carex Bigelowii
2012,06MAT,F2,3,8,Car big,3.4,Carex Bigelowii
2012,06MAT,F5,3,1,Car big,1.5,Carex Bigelowii
2012,06MAT,F5,3,2,Car big,0.8,Carex Bigelowii
2012,06MAT,F5,3,3,Car big,1.9,Carex Bigelowii
2012,06MAT,F5,3,4,Car big,1.1,Carex Bigelowii
2012,06MAT,F5,3,5,Car big,0.8,Carex Bigelowii
2012,06MAT,F5,3,6,Car big,6.8,Carex Bigelowii
2012,06MAT,F5,3,7,Car big,0.9,Carex Bigelowii
2012,06MAT,F5,3,8,Car big,1.8,Carex Bigelowii
2012,06MAT,F10,3,1,Car big,1.0,Carex Bigelowii
2012,06MAT,F10,3,2,Car big,0.8,Carex Bigelowii
2012,06MAT,F10,3,5,Car big,1.0,Carex Bigelowii
2012,06MAT,F10,3,6,Car big,0.9,Carex Bigelowii
2013,06MAT,CT,1,2,Car big,0.7,Carex Bigelowii
2013,06MAT,CT,1,3,Car big,1.4,Carex Bigelowii
2013,06MAT,CT,1,4,Car big,1.3,Carex Bigelowii
2013,06MAT,CT,1,5,Car big,2.0,Carex Bigelowii
2013,06MAT,CT,1,6,Car big,1.4,Carex Bigelowii
2013,06MAT,CT,1,7,Car big,1.6,Carex Bigelowii
2013,06MAT,CT,1,8,Car big,0.9,Carex Bigelowii
2013,06MAT,F2,1,1,Car big,1.2,Carex Bigelowii
2013,06MAT,F2,1,2,Car big,4.8,Carex Bigelowii
2013,06MAT,F2,1,3,Car big,1.3,Carex Bigelowii
2013,06MAT,F2,1,4,Car big,10.0,Carex Bigelowii
2013,06MAT,F2,1,5,Car big,1.4,Carex Bigelowii
2013,06MAT,F2,1,6,Car big,0.5,Carex Bigelowii
2013,06MAT,F2,1,7,Car big,2.5,Carex Bigelowii
2013,06MAT,F2,1,8,Car big,3.5,Carex Bigelowii
2013,06MAT,F5,1,1,Car big,72.1,Carex Bigelowii
2013,06MAT,F5,1,3,Car big,1.9,Carex Bigelowii
2013,06MAT,F5,1,5,Car big,16.8,Carex Bigelowii
2013,06MAT,F5,1,6,Car big,4.5,Carex Bigelowii
2013,06MAT,F5,1,7,Car big,8.0,Carex Bigelowii
2013,06MAT,F10,1,1,Car big,0.8,Carex Bigelowii
2013,06MAT,F10,1,4,Car big,2.8,Carex Bigelowii
2013,06MAT,F10,1,5,Car big,6.2,Carex Bigelowii
2013,06MAT,F10,1,6,Car big,2.8,Carex Bigelowii
2013,06MAT,F10,1,7,Car big,7.0,Carex Bigelowii
2013,06MAT,F10,1,8,Car big,1.1,Carex Bigelowii
2013,06MAT,CT,2,2,Car big,1.3,Carex Bigelowii
2013,06MAT,CT,2,3,Car big,0.9,Carex Bigelowii
2013,06MAT,CT,2,4,Car big,1.2,Carex Bigelowii
2013,06MAT,CT,2,5,Car big,2.7,Carex Bigelowii
2013,06MAT,CT,2,6,Car big,3.9,Carex Bigelowii
2013,06MAT,CT,2,7,Car big,5.9,Carex Bigelowii
2013,06MAT,CT,2,8,Car big,0.5,Carex Bigelowii
2013,06MAT,F2,2,1,Car big,1.3,Carex Bigelowii
2013,06MAT,F2,2,2,Car big,0.6,Carex Bigelowii
2013,06MAT,F2,2,3,Car big,2.4,Carex Bigelowii
2013,06MAT,F2,2,4,Car big,1.2,Carex Bigelowii
2013,06MAT,F2,2,5,Car big,0.5,Carex Bigelowii
2013,06MAT,F2,2,7,Car big,0.6,Carex Bigelowii
2013,06MAT,F2,2,8,Car big,5.9,Carex Bigelowii
2013,06MAT,F5,2,1,Car big,9.8,Carex Bigelowii
2013,06MAT,F5,2,2,Car big,8.3,Carex Bigelowii
2013,06MAT,F5,2,3,Car big,0.6,Carex Bigelowii
2013,06MAT,F5,2,4,Car big,2.6,Carex Bigelowii
2013,06MAT,F5,2,5,Car big,2.6,Carex Bigelowii
2013,06MAT,F5,2,6,Car big,1.3,Carex Bigelowii
2013,06MAT,F5,2,7,Car big,3.2,Carex Bigelowii
2013,06MAT,F5,2,8,Car big,0.7,Carex Bigelowii
2013,06MAT,F10,2,1,Car big,2.7,Carex Bigelowii
2013,06MAT,F10,2,2,Car big,0.7,Carex Bigelowii
2013,06MAT,F10,2,3,Car big,1.4,Carex Bigelowii
2013,06MAT,CT,3,1,Car big,2.0,Carex Bigelowii
2013,06MAT,CT,3,3,Car big,1.4,Carex Bigelowii
2013,06MAT,CT,3,4,Car big,2.0,Carex Bigelowii
2013,06MAT,CT,3,5,Car big,1.1,Carex Bigelowii
2013,06MAT,CT,3,6,Car big,5.4,Carex Bigelowii
2013,06MAT,CT,3,7,Car big,6.8,Carex Bigelowii
2013,06MAT,CT,3,8,Car big,13.0,Carex Bigelowii
2013,06MAT,F2,3,1,Car big,2.4,Carex Bigelowii
2013,06MAT,F2,3,2,Car big,6.2,Carex Bigelowii
2013,06MAT,F2,3,3,Car big,3.2,Carex Bigelowii
2013,06MAT,F2,3,4,Car big,1.3,Carex Bigelowii
2013,06MAT,F2,3,5,Car big,0.7,Carex Bigelowii
2013,06MAT,F2,3,6,Car big,1.4,Carex Bigelowii
2013,06MAT,F5,3,5,Car big,0.9,Carex Bigelowii
2013,06MAT,F5,3,6,Car big,1.3,Carex Bigelowii
2013,06MAT,F10,3,1,Car big,4.5,Carex Bigelowii
2013,06MAT,F10,3,3,Car big,0.9,Carex Bigelowii
2013,06MAT,F10,3,5,Car big,1.3,Carex Bigelowii
2014,06MAT,CT,1,1,Car big,0.5,Carex Bigelowii
2014,06MAT,CT,1,2,Car big,2.8,Carex Bigelowii
2014,06MAT,CT,1,3,Car big,3.9,Carex Bigelowii
2014,06MAT,CT,1,4,Car big,3.1,Carex Bigelowii
2014,06MAT,CT,1,5,Car big,4.3,Carex Bigelowii
2014,06MAT,CT,1,6,Car big,2.9,Carex Bigelowii
2014,06MAT,CT,1,7,Car big,3.2,Carex Bigelowii
2014,06MAT,CT,1,8,Car big,2.2,Carex Bigelowii
2014,06MAT,F2,1,1,Car big,2.1,Carex Bigelowii
2014,06MAT,F2,1,2,Car big,6.1,Carex Bigelowii
2014,06MAT,F2,1,3,Car big,3.1,Carex Bigelowii
2014,06MAT,F2,1,4,Car big,3.0,Carex Bigelowii
2014,06MAT,F2,1,5,Car big,2.7,Carex Bigelowii
2014,06MAT,F2,1,6,Car big,4.3,Carex Bigelowii
2014,06MAT,F2,1,7,Car big,20.4,Carex Bigelowii
2014,06MAT,F2,1,8,Car big,3.2,Carex Bigelowii
2014,06MAT,F5,1,1,Car big,2.9,Carex Bigelowii
2014,06MAT,F5,1,2,Car big,0.4,Carex Bigelowii
2014,06MAT,F5,1,3,Car big,1.9,Carex Bigelowii
2014,06MAT,F5,1,4,Car big,16.4,Carex Bigelowii
2014,06MAT,F5,1,5,Car big,7.3,Carex Bigelowii
2014,06MAT,F5,1,6,Car big,26.9,Carex Bigelowii
2014,06MAT,F5,1,7,Car big,18.0,Carex Bigelowii
2014,06MAT,F5,1,8,Car big,5.9,Carex Bigelowii
2014,06MAT,F10,1,1,Car big,1.1,Carex Bigelowii
2014,06MAT,F10,1,2,Car big,1.8,Carex Bigelowii
2014,06MAT,F10,1,3,Car big,4.5,Carex Bigelowii
2014,06MAT,F10,1,4,Car big,7.5,Carex Bigelowii
2014,06MAT,F10,1,5,Car big,8.7,Carex Bigelowii
2014,06MAT,F10,1,6,Car big,9.4,Carex Bigelowii
2014,06MAT,F10,1,7,Car big,12.0,Carex Bigelowii
